aac(6')-Ib-cr.2_EF636461	1	0	.	.	Original name: aac(6')-Ib-cr_2_EF636461
aph(3'')-Ib.2_AF024602	1	0	.	.	Original name: aph(3'')-Ib_2_AF024602
aph(3'')-Ib.5_AF321551	1	0	.	.	Original name: aph(3'')-Ib_5_AF321551
aph(6)-Id.2_AF024602	1	0	.	.	Original name: aph(6)-Id_2_AF024602
str.1_X92946	1	0	.	.	Original name: str_1_X92946
str.2_FN435330	1	0	.	.	Original name: str_2_FN435330
str.3_AM932524	1	0	.	.	Original name: str_3_AM932524
aac(3)-IIIb.2_LLLC01000048	1	0	.	.	Original name: aac(3)-IIIb_2_LLLC01000048
aac(3)-IIa.2_AY138987	1	0	.	.	Original name: aac(3)-IIa_2_AY138987
aac(3)-IIa.3_X13543	1	0	.	.	Original name: aac(3)-IIa_3_X13543
aac(3)-IIa.4_L22613	1	0	.	.	Original name: aac(3)-IIa_4_L22613
aac(3)-IIa.5_FJ012882	1	0	.	.	Original name: aac(3)-IIa_5_FJ012882
aac(3)-IV.1_DQ241380	1	0	.	.	Original name: aac(3)-IV_1_DQ241380
aac(3)-VIa.2_NC_009838	1	0	.	.	Original name: aac(3)-VIa_2_NC_009838
aph(3')-Ib.2_AJ744860	1	0	.	.	Original name: aph(3')-Ib_2_AJ744860
ant(9)-Ia.2_M69221	1	0	.	.	Original name: ant(9)-Ia_2_M69221
aadA24.1_DQ677333	1	0	.	.	Original name: aadA24_1_DQ677333
aadA8b.1_AY139603	1	0	.	.	Original name: aadA8b_1_AY139603
aadA2b.1_D43625	1	0	.	.	Original name: aadA2b_1_D43625
aac(6')-Ii.1_L12710	1	0	.	.	Original name: aac(6')-Ii_1_L12710
aac(3)-XI.1_CTEG01000046	1	0	.	.	Original name: aac(3)-XI_1_CTEG01000046
aac(3)-VIII.1_AB211959	1	0	.	.	Original name: aac(3)-VIII_1_AB211959
aac(3)-VIII.2_AJ843080	1	0	.	.	Original name: aac(3)-VIII_2_AJ843080
aac(3)-VIII.3_AJ748131	1	0	.	.	Original name: aac(3)-VIII_3_AJ748131
kmr.1_ENA_ACB88605	1	0	.	.	Original name: kmr_1_ENA_ACB88605
blaNDM-19.1_MF370080	1	0	.	.	Original name: blaNDM-19_1_MF370080
blaNDM-20.1_KY654092	1	0	.	.	Original name: blaNDM-20_1_KY654092
blaNDM-21.1_MG183694	1	0	.	.	Original name: blaNDM-21_1_MG183694
blaOXA-368.1_KT736121	1	0	.	.	Original name: blaOXA-368_1_KT736121
blaOXA-336.1_KF048907	1	0	.	.	Original name: blaOXA-336_1_KF048907
blaOXA-337.1_KF048908	1	0	.	.	Original name: blaOXA-337_1_KF048908
blaOXA-338.1_KF048909	1	0	.	.	Original name: blaOXA-338_1_KF048909
blaOXA-339.1_KF048911	1	0	.	.	Original name: blaOXA-339_1_KF048911
blaOXA-340.1_KF048912	1	0	.	.	Original name: blaOXA-340_1_KF048912
blaOXA-341.1_KF048913	1	0	.	.	Original name: blaOXA-341_1_KF048913
blaOXA-342.1_KF048915	1	0	.	.	Original name: blaOXA-342_1_KF048915
blaOXA-343.1_KF048916	1	0	.	.	Original name: blaOXA-343_1_KF048916
blaOXA-344.1_KF048917	1	0	.	.	Original name: blaOXA-344_1_KF048917
blaOXA-345.1_KF048918	1	0	.	.	Original name: blaOXA-345_1_KF048918
blaOXA-346.1_KF048919	1	0	.	.	Original name: blaOXA-346_1_KF048919
blaOXA-347.1_ACWG01000053	1	0	.	.	Original name: blaOXA-347_1_ACWG01000053
blaOXA-361.1_KF460531	1	0	.	.	Original name: blaOXA-361_1_KF460531
blaOXA-362.1_KF460532	1	0	.	.	Original name: blaOXA-362_1_KF460532
blaOXA-363.1_KF460533	1	0	.	.	Original name: blaOXA-363_1_KF460533
blaOXA-364.1_JX306689	1	0	.	.	Original name: blaOXA-364_1_JX306689
blaOXA-365.1_KF885217	1	0	.	.	Original name: blaOXA-365_1_KF885217
blaOXA-366.1_KP050485	1	0	.	.	Original name: blaOXA-366_1_KP050485
blaOXA-370.1_KJ488943	1	0	.	.	Original name: blaOXA-370_1_KJ488943
blaOXA-373.1_HG931732	1	0	.	.	Original name: blaOXA-373_1_HG931732
blaOXA-374.1_KF986255	1	0	.	.	Original name: blaOXA-374_1_KF986255
blaOXA-375.1_KF986256	1	0	.	.	Original name: blaOXA-375_1_KF986256
blaOXA-376.1_KF986257	1	0	.	.	Original name: blaOXA-376_1_KF986257
blaOXA-377.1_KF986258	1	0	.	.	Original name: blaOXA-377_1_KF986258
